Trainer_ID,UptoDate,Name,Total_races,Wins,Percentage_wins,Placed,Percentage_placed,Flat_AW_races,Flat_AW_wins,Flat_AW_rate,Flat_AW_placed,Flat_AW_placed_rate,Flat_Turf_races,Flat_Turf_wins,Flat_Turf_rate,Flat_Turf_placed,Flat_Turf_placed_rate,Chase_races,Chase_wins,Chase_rate,Chase_placed,Chase_placed_rate,Hurdle_races,Hurdle_wins,Hurdle_rate,Hurdle_placed,Hurdle_placed_rate
2239,2025-08-25,N Bertran De Balanda,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%
2240,2025-08-25,A Carson,1189,106,8.92%,380,31.96%,663,62,9.35%,213,32.13%,456,36,7.89%,142,31.14%,0,0,0%,0,0%,70,8,11.43%,25,35.71%
2241,2025-08-25,J P Allen,34,4,11.76%,10,29.41%,23,2,8.70%,10,43.48%,11,2,18.18%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
2242,2025-08-25,John Turner,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%
2243,2025-08-25,S Dixon,4812,347,7.21%,1444,30.01%,3039,213,7.01%,936,30.80%,1763,134,7.60%,505,28.64%,4,0,0%,2,50.00%,6,0,0%,1,16.67%
2244,2025-08-25,Karl Thornton,878,86,9.79%,212,24.15%,77,4,5.19%,13,16.88%,146,14,9.59%,25,17.12%,201,23,11.44%,58,28.86%,454,45,9.91%,116,25.55%
2245,2025-08-25,Miss S L Kelly,12,0,0%,3,25.00%,0,0,0%,0,0%,3,0,0%,0,0%,4,0,0%,1,25.00%,5,0,0%,2,40.00%
2246,2025-08-25,Norman Lee,915,53,5.79%,176,19.23%,6,0,0%,0,0%,71,2,2.82%,13,18.31%,178,16,8.99%,47,26.40%,660,35,5.30%,116,17.58%
2247,2025-08-25,E McCarthy,1188,66,5.56%,237,19.95%,53,1,1.89%,12,22.64%,187,10,5.35%,39,20.86%,97,5,5.15%,25,25.77%,851,50,5.88%,161,18.92%
2248,2025-08-25,Patrick Crowley,10,1,10.00%,1,10.00%,0,0,0%,0,0%,3,1,33.33%,0,0%,2,0,0%,1,50.00%,5,0,0%,0,0%
2249,2025-08-25,P G Higgins,18,2,11.11%,3,16.67%,0,0,0%,0,0%,3,0,0%,0,0%,8,2,25.00%,2,25.00%,7,0,0%,1,14.29%
2250,2025-08-25,Maurice Barry,7,0,0%,1,14.29%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,3,0,0%,1,33.33%
2251,2025-08-25,Mr W Kinsey,270,18,6.67%,95,35.19%,27,2,7.41%,17,62.96%,47,0,0%,10,21.28%,68,6,8.82%,21,30.88%,128,10,7.81%,47,36.72%
2252,2025-08-25,Ed Giles,22,0,0%,6,27.27%,9,0,0%,1,11.11%,0,0,0%,0,0%,4,0,0%,2,50.00%,9,0,0%,3,33.33%
2253,2025-08-25,C O'Keeffe,11,0,0%,1,9.09%,0,0,0%,0,0%,2,0,0%,0,0%,4,0,0%,1,25.00%,5,0,0%,0,0%
2254,2025-08-25,Phillip Hemmings,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2255,2025-08-25,Mrs J L Le Brocq,8,0,0%,2,25.00%,5,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,2,66.67%
2256,2025-08-25,Miss C V Hart,13,2,15.38%,4,30.77%,0,0,0%,0,0%,1,0,0%,0,0%,12,2,16.67%,4,33.33%,0,0,0%,0,0%
2257,2025-08-25,P J Tolman,5,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,0,0%,0,0,0%,0,0%
2258,2025-08-25,Mrs K Lawther,6,0,0%,2,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,2,33.33%,0,0,0%,0,0%
2259,2025-08-25,Miss F Conway,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2260,2025-08-25,J Butler,3940,371,9.42%,1019,25.86%,2736,281,10.27%,714,26.10%,1131,83,7.34%,288,25.46%,19,3,15.79%,6,31.58%,54,4,7.41%,11,20.37%
2261,2025-08-25,Miss Jessica Westwood,69,4,5.80%,14,20.29%,1,0,0%,0,0%,6,0,0%,1,16.67%,23,4,17.39%,6,26.09%,39,0,0%,7,17.95%
2262,2025-08-25,Mrs Jelly O'brien,5,0,0%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,2,40.00%,0,0,0%,0,0%
2263,2025-08-25,Mrs Sarah Stafford,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
2264,2025-08-25,Mrs K Lee,10,0,0%,1,10.00%,0,0,0%,0,0%,0,0,0%,0,0%,10,0,0%,1,10.00%,0,0,0%,0,0%
2265,2025-08-25,Andreas Wohler,18,4,22.22%,6,33.33%,1,0,0%,1,100.00%,17,4,23.53%,5,29.41%,0,0,0%,0,0%,0,0,0%,0,0%
2266,2025-08-25,Pat Murphy,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%
2267,2025-08-25,J McLoughlin,30,0,0%,0,0%,9,0,0%,0,0%,13,0,0%,0,0%,0,0,0%,0,0%,8,0,0%,0,0%
2268,2025-08-25,L Kerr,210,12,5.71%,59,28.10%,1,0,0%,0,0%,7,0,0%,0,0%,138,11,7.97%,43,31.16%,64,1,1.56%,16,25.00%
2269,2025-08-25,K Ferguson,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2270,2025-08-25,Mrs P Yardley,4,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,0,0,0%,0,0%
2271,2025-08-25,Thomas Collins,5,0,0%,1,20.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,1,20.00%,0,0,0%,0,0%
2272,2025-08-25,D Ockenden,6,0,0%,2,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,2,33.33%,0,0,0%,0,0%
2273,2025-08-25,T Carmody,147,24,16.33%,55,37.41%,60,6,10.00%,23,38.33%,87,18,20.69%,32,36.78%,0,0,0%,0,0%,0,0,0%,0,0%
2274,2025-08-25,J J O'Shea,98,24,24.49%,35,35.71%,0,0,0%,0,0%,0,0,0%,0,0%,98,24,24.49%,35,35.71%,0,0,0%,0,0%
2275,2025-08-25,C Lees,4,1,25.00%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,1,25.00%,1,25.00%,0,0,0%,0,0%
2276,2025-08-25,Paul Phillips,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2277,2025-08-25,A Ralph,1309,140,10.70%,404,30.86%,49,1,2.04%,17,34.69%,111,9,8.11%,36,32.43%,289,32,11.07%,103,35.64%,860,98,11.40%,248,28.84%
2278,2025-08-25,Ms Williams,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
2279,2025-08-25,R Hambleton,5,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,0,0%,0,0,0%,0,0%
2280,2025-08-25,Ms M T Condon,4,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
2281,2025-08-25,J T B Hunt,4,0,0%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,1,25.00%,0,0,0%,0,0%
2282,2025-08-25,Mrs C M Gorman,4,0,0%,3,75.00%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,1,50.00%,2,0,0%,2,100.00%
2283,2025-08-25,Miss M Bayliss,2,0,0%,1,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,1,50.00%,0,0,0%,0,0%
2284,2025-08-25,Mrs J A Saunders,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2285,2025-08-25,Mrs Dunn,2391,179,7.49%,688,28.77%,638,40,6.27%,147,23.04%,397,32,8.06%,121,30.48%,446,51,11.43%,155,34.75%,910,56,6.15%,265,29.12%
2286,2025-08-25,Miss L J Cabble,12,0,0%,5,41.67%,0,0,0%,0,0%,0,0,0%,0,0%,10,0,0%,5,50.00%,2,0,0%,0,0%
2287,2025-08-25,Mrs Clare Moore,5,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,0,0%,0,0,0%,0,0%
2288,2025-08-25,Mrs J Mansell,10,1,10.00%,4,40.00%,0,0,0%,0,0%,0,0,0%,0,0%,10,1,10.00%,4,40.00%,0,0,0%,0,0%
2289,2025-08-25,Miss Hobson,373,8,2.14%,80,21.45%,85,1,1.18%,14,16.47%,61,1,1.64%,9,14.75%,59,3,5.08%,21,35.59%,168,3,1.79%,36,21.43%
2290,2025-08-25,Miss G Boanas,822,73,8.88%,330,40.15%,152,18,11.84%,57,37.50%,175,9,5.14%,74,42.29%,91,8,8.79%,33,36.26%,404,38,9.41%,166,41.09%
2291,2025-08-25,Richard A Thomas,18,1,5.56%,2,11.11%,0,0,0%,0,0%,0,0,0%,0,0%,18,1,5.56%,2,11.11%,0,0,0%,0,0%
2292,2025-08-25,Mrs O C Jackson,10,0,0%,3,30.00%,0,0,0%,0,0%,0,0,0%,0,0%,10,0,0%,3,30.00%,0,0,0%,0,0%
2293,2025-08-25,Mrs Kim Sly,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2294,2025-08-25,I Scaramanga,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
2295,2025-08-25,Mrs Jo Sleep,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2296,2025-08-25,Mrs J Long,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2297,2025-08-25,Miss V J Shaw,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2298,2025-08-25,Miss A Walthew,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2299,2025-08-25,John Perry,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2300,2025-08-25,L Carter,1598,111,6.95%,495,30.98%,1312,92,7.01%,409,31.17%,276,19,6.88%,84,30.43%,1,0,0%,0,0%,9,0,0%,2,22.22%
2301,2025-08-25,D & C Kubler,1690,205,12.13%,512,30.30%,803,91,11.33%,254,31.63%,886,114,12.87%,258,29.12%,0,0,0%,0,0%,1,0,0%,0,0%
2302,2025-08-25,Mrs Abbi Vaughan,5,0,0%,1,20.00%,0,0,0%,0,0%,1,0,0%,1,100.00%,4,0,0%,0,0%,0,0,0%,0,0%
2303,2025-08-25,Hugo Froud,176,10,5.68%,47,26.70%,28,1,3.57%,5,17.86%,24,0,0%,5,20.83%,66,6,9.09%,21,31.82%,58,3,5.17%,16,27.59%
2304,2025-08-25,Miss C A Edwards,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2305,2025-08-25,L Woods,5,0,0%,4,80.00%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,4,80.00%
2306,2025-08-25,Mrs G B Walford,12,2,16.67%,7,58.33%,0,0,0%,0,0%,0,0,0%,0,0%,12,2,16.67%,7,58.33%,0,0,0%,0,0%
2307,2025-08-25,P Grindey,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
2308,2025-08-25,N Edmonds,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
2309,2025-08-25,G Weatherley,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2310,2025-08-25,Oliver Greenall,1670,185,11.08%,616,36.89%,131,10,7.63%,40,30.53%,182,16,8.79%,69,37.91%,422,71,16.82%,166,39.34%,935,88,9.41%,341,36.47%
2311,2025-08-25,Mrs S Bosley,4,0,0%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,1,25.00%,0,0,0%,0,0%
2312,2025-08-25,Neil Edwards,4,0,0%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,1,25.00%,0,0,0%,0,0%
2313,2025-08-25,Mrs C Charlotte Owen,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
2314,2025-08-25,Miss W M Bayliss,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2315,2025-08-25,M J Cole,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2316,2025-08-25,Mrs R Partridge,5,0,0%,1,20.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,1,20.00%,0,0,0%,0,0%
2317,2025-08-25,C R Willes,6,0,0%,2,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,2,33.33%,0,0,0%,0,0%
2318,2025-08-25,Miss A S Frieze,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2319,2025-08-25,Ali Stronge,1435,114,7.94%,484,33.73%,503,35,6.96%,164,32.60%,429,34,7.93%,132,30.77%,144,20,13.89%,55,38.19%,359,25,6.96%,133,37.05%
2320,2025-08-25,J Shanahan,13,1,7.69%,1,7.69%,1,0,0%,0,0%,12,1,8.33%,1,8.33%,0,0,0%,0,0%,0,0,0%,0,0%
2321,2025-08-25,Stephen Bevan,7,2,28.57%,3,42.86%,0,0,0%,0,0%,0,0,0%,0,0%,7,2,28.57%,3,42.86%,0,0,0%,0,0%
2322,2025-08-25,Sheila Lewis,638,46,7.21%,132,20.69%,0,0,0%,0,0%,26,2,7.69%,8,30.77%,257,27,10.51%,61,23.74%,355,17,4.79%,63,17.75%
2323,2025-08-25,Neville Thomas,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2324,2025-08-25,W Thomas,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2325,2025-08-25,Hywel Evans,24,4,16.67%,2,8.33%,0,0,0%,0,0%,0,0,0%,0,0%,17,4,23.53%,2,11.76%,7,0,0%,0,0%
2326,2025-08-25,Danielle McCormick,131,2,1.53%,36,27.48%,32,1,3.13%,7,21.88%,85,1,1.18%,26,30.59%,0,0,0%,0,0%,14,0,0%,3,21.43%
2327,2025-08-25,Mrs A Corson,3,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
2328,2025-08-25,R Tate,22,2,9.09%,6,27.27%,0,0,0%,0,0%,0,0,0%,0,0%,22,2,9.09%,6,27.27%,0,0,0%,0,0%
2329,2025-08-25,M Meade,1107,159,14.36%,472,42.64%,296,43,14.53%,143,48.31%,807,116,14.37%,327,40.52%,1,0,0%,0,0%,3,0,0%,2,66.67%
2330,2025-08-25,Graham T Morrow,5,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%
2331,2025-08-25,Mrs Jacqueline Stephen,419,27,6.44%,135,32.22%,6,0,0%,0,0%,37,1,2.70%,6,16.22%,157,14,8.92%,62,39.49%,219,12,5.48%,67,30.59%
2332,2025-08-25,Miss G Anderson,21,0,0%,5,23.81%,0,0,0%,0,0%,0,0,0%,0,0%,21,0,0%,5,23.81%,0,0,0%,0,0%
2333,2025-08-25,A Downie,6,0,0%,2,33.33%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,2,50.00%
2334,2025-08-25,Miss C Boxall,4,0,0%,2,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,2,50.00%,0,0,0%,0,0%
2335,2025-08-25,R A Owen,32,1,3.13%,12,37.50%,0,0,0%,0,0%,0,0,0%,0,0%,32,1,3.13%,12,37.50%,0,0,0%,0,0%
2336,2025-08-25,A Humphrey,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2337,2025-08-25,T Cummins,180,10,5.56%,57,31.67%,11,2,18.18%,2,18.18%,81,3,3.70%,21,25.93%,9,1,11.11%,5,55.56%,79,4,5.06%,29,36.71%
2338,2025-08-25,P Twomey,691,181,26.19%,262,37.92%,42,11,26.19%,18,42.86%,649,170,26.19%,244,37.60%,0,0,0%,0,0%,0,0,0%,0,0%
2339,2025-08-25,Mrs S Ward,12,2,16.67%,4,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,12,2,16.67%,4,33.33%,0,0,0%,0,0%
2340,2025-08-25,N W Padfield,22,2,9.09%,8,36.36%,0,0,0%,0,0%,3,1,33.33%,0,0%,19,1,5.26%,8,42.11%,0,0,0%,0,0%
2341,2025-08-25,Mrs D Walton,16,2,12.50%,6,37.50%,0,0,0%,0,0%,1,0,0%,0,0%,15,2,13.33%,6,40.00%,0,0,0%,0,0%
2342,2025-08-25,Miss L J Bell,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2343,2025-08-25,T A Cox,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2344,2025-08-25,Mrs A Harris,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2345,2025-08-25,M Condon,13,1,7.69%,5,38.46%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,11,1,9.09%,5,45.45%
2346,2025-08-25,Miss A Goschen,13,0,0%,8,61.54%,0,0,0%,0,0%,0,0,0%,0,0%,13,0,0%,8,61.54%,0,0,0%,0,0%
2347,2025-08-25,P Senter,2,1,50.00%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,1,50.00%,0,0%,0,0,0%,0,0%
2348,2025-08-25,Mrs L Gretton,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2349,2025-08-25,N R W Wright,23,3,13.04%,6,26.09%,0,0,0%,0,0%,0,0,0%,0,0%,23,3,13.04%,6,26.09%,0,0,0%,0,0%
2350,2025-08-25,S Turner,7,0,0%,2,28.57%,0,0,0%,0,0%,0,0,0%,0,0%,7,0,0%,2,28.57%,0,0,0%,0,0%
2351,2025-08-25,Miss M Tomlinson,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2352,2025-08-25,Miss R Leyshon,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2353,2025-08-25,D Gibbs,19,3,15.79%,5,26.32%,0,0,0%,0,0%,0,0,0%,0,0%,19,3,15.79%,5,26.32%,0,0,0%,0,0%
2354,2025-08-25,J S Warner,3,0,0%,1,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,1,33.33%,0,0,0%,0,0%
2355,2025-08-25,M Blandford,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2356,2025-08-25,Mrs A Brook,9,0,0%,3,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,9,0,0%,3,33.33%,0,0,0%,0,0%
2357,2025-08-25,Miss S Rippon,24,1,4.17%,8,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,24,1,4.17%,8,33.33%,0,0,0%,0,0%
2358,2025-08-25,S Penny,8,0,0%,5,62.50%,0,0,0%,0,0%,0,0,0%,0,0%,8,0,0%,5,62.50%,0,0,0%,0,0%
2359,2025-08-25,S Heard,4,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,0,0,0%,0,0%
2360,2025-08-25,Mrs K Lynn,11,1,9.09%,3,27.27%,0,0,0%,0,0%,0,0,0%,0,0%,11,1,9.09%,3,27.27%,0,0,0%,0,0%
2361,2025-08-25,Mrs J M Hollands,14,1,7.14%,8,57.14%,0,0,0%,0,0%,0,0,0%,0,0%,14,1,7.14%,8,57.14%,0,0,0%,0,0%
2362,2025-08-25,N Clement,5,0,0%,2,40.00%,0,0,0%,0,0%,5,0,0%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%
2363,2025-08-25,J Cullen,148,8,5.41%,40,27.03%,0,0,0%,0,0%,13,0,0%,0,0%,38,1,2.63%,18,47.37%,97,7,7.22%,22,22.68%
2364,2025-08-25,D Dorgan,14,2,14.29%,5,35.71%,0,0,0%,0,0%,1,0,0%,0,0%,13,2,15.38%,5,38.46%,0,0,0%,0,0%
2365,2025-08-25,S J Partridge,6,1,16.67%,3,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,6,1,16.67%,3,50.00%,0,0,0%,0,0%
2366,2025-08-25,Mrs A Sherwin,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2367,2025-08-25,Mrs Rooney,12,0,0%,1,8.33%,0,0,0%,0,0%,5,0,0%,0,0%,2,0,0%,0,0%,5,0,0%,1,20.00%
2368,2025-08-25,M J Gilhooly,7,0,0%,1,14.29%,0,0,0%,0,0%,0,0,0%,0,0%,7,0,0%,1,14.29%,0,0,0%,0,0%
2369,2025-08-25,M T O'Donovan,78,2,2.56%,23,29.49%,0,0,0%,0,0%,11,0,0%,3,27.27%,7,0,0%,1,14.29%,60,2,3.33%,19,31.67%
2370,2025-08-25,M O'Callaghan,1852,203,10.96%,603,32.56%,391,49,12.53%,143,36.57%,1439,151,10.49%,457,31.76%,0,0,0%,0,0%,22,3,13.64%,3,13.64%
2371,2025-08-25,R Dalton,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2372,2025-08-25,Miss Emma Todd,4,1,25.00%,2,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,1,25.00%,2,50.00%,0,0,0%,0,0%
2373,2025-08-25,Mark Hayden,5,0,0%,2,40.00%,0,0,0%,0,0%,5,0,0%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%
2374,2025-08-25,K H Clarke,827,34,4.11%,157,18.98%,385,22,5.71%,82,21.30%,343,8,2.33%,50,14.58%,25,3,12.00%,9,36.00%,74,1,1.35%,16,21.62%
2375,2025-08-25,D Drake,6,1,16.67%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,6,1,16.67%,0,0%,0,0,0%,0,0%
2376,2025-08-25,Miss K Jones,10,2,20.00%,4,40.00%,0,0,0%,0,0%,0,0,0%,0,0%,10,2,20.00%,4,40.00%,0,0,0%,0,0%
2377,2025-08-25,I Mohammed,1566,198,12.64%,529,33.78%,636,98,15.41%,243,38.21%,927,100,10.79%,285,30.74%,3,0,0%,1,33.33%,0,0,0%,0,0%
2378,2025-08-25,S Hodgson,884,64,7.24%,236,26.70%,449,37,8.24%,127,28.29%,304,21,6.91%,73,24.01%,20,3,15.00%,5,25.00%,111,3,2.70%,31,27.93%
2379,2025-08-25,Martin Jones,2,0,0%,1,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,1,50.00%,0,0,0%,0,0%
2380,2025-08-25,C West,3,0,0%,1,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,1,33.33%,0,0,0%,0,0%
2381,2025-08-25,Miss Z Hunt,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2382,2025-08-25,B Arthey,105,9,8.57%,27,25.71%,0,0,0%,0,0%,25,3,12.00%,5,20.00%,10,1,10.00%,2,20.00%,70,5,7.14%,20,28.57%
2383,2025-08-25,Adrian Costello,3,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
2384,2025-08-25,David Kelly,375,27,7.20%,130,34.67%,7,0,0%,4,57.14%,128,10,7.81%,41,32.03%,33,1,3.03%,12,36.36%,207,16,7.73%,73,35.27%
2385,2025-08-25,M Mulligan,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2386,2025-08-25,J P Shanahan,619,74,11.95%,238,38.45%,86,14,16.28%,37,43.02%,485,55,11.34%,178,36.70%,6,2,33.33%,0,0%,42,3,7.14%,23,54.76%
2387,2025-08-25,Miss L Sutcliffe,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2388,2025-08-25,Miss E Irving,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2389,2025-08-25,G Foot,4,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,0,0,0%,0,0%
2390,2025-08-25,Eddie Rice,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2391,2025-08-25,Mrs Joanne Brown,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
2392,2025-08-25,Mrs Loxton,50,25,50.00%,15,30.00%,0,0,0%,0,0%,0,0,0%,0,0%,50,25,50.00%,15,30.00%,0,0,0%,0,0%
2393,2025-08-25,David Stephens,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2394,2025-08-25,Ms G Howell,171,2,1.17%,25,14.62%,0,0,0%,0,0%,6,0,0%,0,0%,85,0,0%,16,18.82%,80,2,2.50%,9,11.25%
2395,2025-08-25,Miss S Jennings,1,1,100.00%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,1,100.00%,0,0%,0,0,0%,0,0%
2396,2025-08-25,Mrs A Webster,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2397,2025-08-25,R Garton,6,0,0%,3,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,3,50.00%,0,0,0%,0,0%
2398,2025-08-25,L Mcgrath,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2399,2025-08-25,R Potter,270,20,7.41%,47,17.41%,19,1,5.26%,0,0%,16,0,0%,3,18.75%,116,12,10.34%,30,25.86%,119,7,5.88%,14,11.76%
2400,2025-08-25,C Simpson,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
2401,2025-08-25,David Greenwood,5,0,0%,1,20.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,1,20.00%,0,0,0%,0,0%
